id;variety;mode;format;type;category
icehk_w2b-038_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-038_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-039_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-039_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-039_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-039_4;icehk;written;printed;informational (popular);learned technology
icehk_w2b-040_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-040_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-040_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-040_4;icehk;written;printed;informational (popular);learned technology
icehk_w2b-040_5;icehk;written;printed;informational (popular);learned technology
icehk_w2d-011_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-011_2;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-011_3;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-011_4;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-012_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-012_2;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-012_3;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-012_4;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-013_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-013_2;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-014_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-015_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-016_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-016_2;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-017_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-017_2;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-017_5;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-017_3;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-018_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-018_2;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-018_3;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-018_7;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-018_4;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-019_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-019_2;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-019_5;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-019_3;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-020_1;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-020_2;icehk;written;printed;instructional;skills/hobbies
icehk_w2d-020_3;icehk;written;printed;instructional;skills/hobbies
icehk_w2e-001_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-001_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-001_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-001_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-001_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-001_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-002_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-002_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-002_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-002_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-002_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-002_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-002_13;icehk;written;printed;persuasive;press editorials
icehk_w2e-002_7;icehk;written;printed;persuasive;press editorials
icehk_w2e-003_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-003_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-003_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-003_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-003_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-003_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-004_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-004_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-004_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-004_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-004_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-005_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-005_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-005_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-005_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-005_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-005_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-005_7;icehk;written;printed;persuasive;press editorials
icehk_w2e-006_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-006_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-006_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-006_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-006_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-006_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-007_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-007_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-007_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-007_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-007_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-007_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-008_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-008_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-008_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-008_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-008_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-008_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-009_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-009_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-009_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-009_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-009_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-009_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-009_7;icehk;written;printed;persuasive;press editorials
icehk_w2e-010_1;icehk;written;printed;persuasive;press editorials
icehk_w2e-010_2;icehk;written;printed;persuasive;press editorials
icehk_w2e-010_3;icehk;written;printed;persuasive;press editorials
icehk_w2e-010_4;icehk;written;printed;persuasive;press editorials
icehk_w2e-010_5;icehk;written;printed;persuasive;press editorials
icehk_w2e-010_6;icehk;written;printed;persuasive;press editorials
icehk_w2e-010_7;icehk;written;printed;persuasive;press editorials
icehk_w2f-015_1;icehk;written;printed;creative;novels/stories
icehk_w2f-016_1;icehk;written;printed;creative;novels/stories
icehk_w2f-017_1;icehk;written;printed;creative;novels/stories
icehk_w2f-017_2;icehk;written;printed;creative;novels/stories
icehk_w2f-017_3;icehk;written;printed;creative;novels/stories
icehk_w2f-017_4;icehk;written;printed;creative;novels/stories
icehk_w2f-017_5;icehk;written;printed;creative;novels/stories
icehk_w2f-017_6;icehk;written;printed;creative;novels/stories
icehk_w2f-017_7;icehk;written;printed;creative;novels/stories
icehk_w2f-017_8;icehk;written;printed;creative;novels/stories
icehk_w2f-017_9;icehk;written;printed;creative;novels/stories
icehk_w2f-017_10;icehk;written;printed;creative;novels/stories
icehk_w2f-018_1;icehk;written;printed;creative;novels/stories
icehk_w2f-019_1;icehk;written;printed;creative;novels/stories
icehk_w2f-020_1;icehk;written;printed;creative;novels/stories
icehk_w2f-020_2;icehk;written;printed;creative;novels/stories
icehk_s1a-003_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-004_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-004_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-005_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-007_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-009_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-011_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-013_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-014_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-015_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-018_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-018_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-020_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-024_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-025_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-026_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-028_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-029_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-030_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-031_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-032_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-034_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-035_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-035_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-036_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-037_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-038_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-039_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-040_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-041_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-043_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-044_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-045_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-045_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-049_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-049_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-050_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-051_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-051_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-053_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-054_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-055_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-056_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-057_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-057_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-058_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-059_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-059_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-060_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-061_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-062_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-063_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-064_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-065_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-066_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-067_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-068_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-069_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-069_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-070_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-071_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-072_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-073_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-074_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-075_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-076_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-077_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-079_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-079_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-080_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-081_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-082_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-085_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-085_2;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-086_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-087_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-088_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-089_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-090_1;icehk;spoken;dialogue;private;direct conversations
icehk_s1a-091_1;icehk;spoken;dialogue;private;distance conversations
icehk_s2a-001_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-002_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-003_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-004_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-005_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-006_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-007_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-008_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-009_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-010_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-012_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-013_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-014_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-015_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-016_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-017_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
